keyword,subj,positive,negative,anger,disgust,fear,happy,sad,surprise
αλύπητε,0.75,0.25,1.0,0.125,0.1875,0.25,0.0,0.4375,0.25
εκλεκτότατο,0.625,1.0,0.0,0.0,0.0,0.0,0.375,0.0,0.25
αρεσκόσουνα,0.75,1.0,0.0,0.0,0.0,0.0,0.625,0.0,0.3125
γυρίσατε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
έκθαμβη,0.75,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,1.0
αποφορτίσεις,0.375,0.5,0.5,0.0,0.0,0.0,0.125,0.0,0.0
δοκιμάζει,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
έσφιξα,0.5,0.25,1.0,0.0625,0.1875,0.375,0.0625,0.125,0.25
ψυχοπλακώνω,0.875,0.0,1.0,0.0,0.1875,0.0625,0.0,0.8125,0.3125
ριγημένες,0.75,0.25,1.0,0.0625,0.1875,0.5625,0.0,0.625,0.4375
μαγαζί,0.25,0.25,0.5,0.0625,0.25,0.0,0.0625,0.0,0.1875
συνεπάρετέ,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.5
αναίσχυντο,0.875,0.0,1.0,0.4375,0.5625,0.0,0.0,0.25,0.5
κομμένο,0.25,0.0,0.25,0.0625,0.125,0.1875,0.0,0.0625,0.125
εκατοχρονίτικοί,0.375,0.0,0.75,0.125,0.3125,0.0,0.0,0.0,0.3125
προχειρότερε,0.375,0.0,0.75,0.0625,0.125,0.0,0.0,0.0,0.1875
σιτέψατε,0.25,0.0,0.5,0.125,0.25,0.0,0.0,0.0,0.1875
διαβόλων,0.75,0.0,1.0,0.5,0.5,0.5625,0.0,0.1875,0.5
νούλα,0.75,0.0,1.0,0.125,0.5,0.0625,0.0,0.125,0.375
συναγωνιζόσουν,0.25,0.5,0.0,0.0,0.0,0.0,0.375,0.0,0.3125
επιθυμήσατε,0.75,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.125
τύψεων,0.75,0.0,1.0,0.0625,0.25,0.0625,0.0,0.3125,0.125
ενσπείρουνε,0.25,0.0,0.5,0.125,0.125,0.0,0.0,0.0,0.0625
σουφραζέτες,0.5,0.0,1.0,0.125,0.375,0.0,0.0,0.0,0.25
ερωτικότατες,0.75,1.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.3125
ανυπομονούμε,0.75,1.0,0.75,0.125,0.0,0.0,0.5625,0.0,0.125
αχάριστον,0.75,0.0,1.0,0.375,0.4375,0.0,0.0,0.0625,0.125
αντιστέκεσαι,0.375,0.25,0.5,0.1875,0.125,0.1875,0.125,0.0625,0.0
καλυτέρων,0.5,0.75,0.0,0.0,0.0,0.0,0.5625,0.0,0.3125
κορδώσω,0.625,0.25,0.75,0.0,0.1875,0.0,0.1875,0.0,0.25
κυριαρχούσαν,0.375,0.25,0.5,0.0625,0.125,0.1875,0.125,0.0,0.1875
απαίσιου,0.75,0.0,1.0,0.5,0.75,0.0625,0.0,0.1875,0.125
σαράβαλου,0.75,0.0,1.0,0.1875,0.375,0.0,0.0,0.0,0.25
χαρμολύπη,0.75,1.0,1.0,0.0,0.125,0.0,0.75,0.625,0.1875
σαβούρα,0.75,0.0,1.0,0.375,0.625,0.0,0.0,0.0,0.3125
αγορεύσω,0.5,0.0,0.75,0.25,0.5,0.0625,0.0,0.0,0.125
παθητική,0.25,0.0,0.5,0.0625,0.25,0.0,0.0,0.0,0.125
αποζουρλάνεις,0.625,0.5,1.0,0.3125,0.3125,0.0,0.3125,0.125,0.25
στοργικότατες,0.875,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.25
μαφιόζικος,0.5,0.0,0.75,0.375,0.3125,0.4375,0.0,0.0,0.375
κοινότατη,0.375,0.0,0.5,0.125,0.1875,0.0625,0.1875,0.0625,0.1875
αδελφάτα,0.625,0.25,1.0,0.375,0.4375,0.0625,0.125,0.0,0.0
μιλήσουνε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κατασκευάζετε,0.25,0.25,0.0,0.0,0.0,0.0,0.125,0.0,0.1875
πυρπολούσατε,0.375,0.0,0.5,0.25,0.125,0.125,0.0,0.0,0.25
ακηδεμόνευτού,0.375,0.0,0.5,0.0625,0.125,0.1875,0.0,0.375,0.1875
αβάφτιστο,0.25,0.5,0.5,0.375,0.4375,0.0,0.0,0.1875,0.4375
ψυχεδελικέ,0.5,0.75,0.25,0.0,0.0,0.0,0.4375,0.0,0.5
καταπνίγοντας,0.25,0.0,0.5,0.3125,0.1875,0.3125,0.0,0.1875,0.3125
συνδεδεμένο,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.1875
κερατάς,0.75,0.25,1.0,0.625,0.4375,0.125,0.0625,0.125,0.5
ηθικότατους,0.5,0.75,0.0,0.0,0.0,0.0,0.375,0.0,0.375
ευδοκιμείς,0.375,0.5,0.25,0.0,0.0,0.0,0.3125,0.0,0.25
ευαισθησιών,0.625,0.5,0.75,0.0,0.125,0.0625,0.1875,0.3125,0.1875
ζεματά,0.375,0.0,0.75,0.4375,0.25,0.25,0.0,0.25,0.375
γκάβωσα,0.625,0.0,0.75,0.375,0.375,0.125,0.0,0.0,0.1875
σίτεψε,0.25,0.0,0.5,0.125,0.25,0.0,0.0,0.0,0.1875
διαστρέφω,0.5,0.0,0.75,0.25,0.375,0.0,0.0,0.0,0.125
ακουστικότατη,0.25,0.5,0.0,0.0,0.0,0.0,0.3125,0.0,0.25
ανάβει,0.5,0.5,0.75,0.5625,0.125,0.4375,0.25,0.25,0.25
αλλόπιστε,0.625,0.0,0.75,0.1875,0.3125,0.1875,0.0,0.125,0.3125
τρύπες,0.375,0.0,0.5,0.0,0.125,0.0,0.0,0.0625,0.1875
μαούνα,0.625,0.0,0.75,0.25,0.4375,0.125,0.0,0.0,0.375
πολυξερότατε,0.5,0.25,0.75,0.25,0.375,0.0,0.0,0.0,0.3125
κρεπάρω ,0.875,0.0,1.0,0.3125,0.4375,0.0625,0.0,0.125,0.3125
εκμυστηρευόσουν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
εμπάθειες,0.75,0.0,1.0,0.75,0.5,0.0625,0.0,0.0,0.125
μεθοκοπά,0.625,0.25,1.0,0.125,0.4375,0.0625,0.125,0.0,0.3125
συντηρητικών,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.1875
κάψει,0.375,0.25,0.75,0.5,0.1875,0.125,0.25,0.25,0.3125
παθιασμένοι,0.75,0.5,0.5,0.25,0.0625,0.125,0.25,0.0,0.4375
στοργικότερη,0.875,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.25
αγρίευε,0.875,0.0,1.0,0.9375,0.375,0.75,0.0,0.0625,0.0
διερμήνευσα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ακαλλιέργητός,0.75,0.0,1.0,0.3125,0.4375,0.0,0.0,0.3125,0.25
πανηγυρίζαμε,0.625,1.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.5
πολύξερων,0.5,0.25,0.75,0.25,0.375,0.0,0.0,0.0,0.3125
ασφυκτικέ,0.75,0.0,1.0,0.1875,0.25,0.375,0.0,0.1875,0.0625
ξεφτιλίζω,0.75,0.25,0.75,0.5,0.5,0.0,0.125,0.0625,0.4375
λύνουνε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ψυχρότατου,0.625,0.0,1.0,0.0625,0.25,0.125,0.0,0.1875,0.125
ποιόν,0.25,0.25,0.5,0.125,0.25,0.0,0.125,0.0,0.125
επισκέφθηκα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
εχθρευόμουν,0.75,0.0,1.0,0.625,0.5625,0.1875,0.0,0.1875,0.125
ραγιάδικές,0.625,0.0,0.75,0.1875,0.375,0.125,0.0,0.0625,0.1875
πικρότατε,0.75,0.0,1.0,0.0625,0.3125,0.0625,0.0,0.5625,0.25
παραθέριζα,0.5,0.5,0.25,0.0,0.0,0.0,0.3125,0.0,0.125
θαυμάζει,0.75,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.5
σιχαινόσασταν,0.875,0.25,0.75,0.4375,0.9375,0.0,0.0,0.0,0.25
επάλληλές,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
επικοινωνήσαμε,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.1875
ασυγκρατήτων,0.5,0.75,0.75,0.125,0.125,0.0625,0.1875,0.0,0.25
κουράσω,0.75,0.0,1.0,0.125,0.1875,0.0,0.0,0.25,0.0625
παγώνω,0.375,0.0,0.75,0.125,0.1875,0.5,0.0,0.0,0.5
εξωτερικεύσουμε,0.375,0.75,0.25,0.0,0.0,0.0,0.3125,0.0,0.25
εκφράσω,0.5,0.75,0.75,0.1875,0.1875,0.1875,0.375,0.25,0.3125
άσματος,0.5,0.5,0.5,0.0625,0.3125,0.0,0.25,0.0,0.1875
καβαλήσω,0.375,0.0,0.75,0.1875,0.3125,0.0,0.0,0.0,0.25
πεντάμορφο,0.75,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.5
τραγικότερης,0.625,0.0,1.0,0.375,0.5,0.125,0.0,0.25,0.3125
απογοητευμένες,0.75,0.0,1.0,0.125,0.25,0.0,0.0,0.75,0.125
υποκρινόμενοι,0.375,0.0,0.75,0.125,0.25,0.0,0.0,0.0,0.1875
στρογγυλοκάτσει,0.625,0.25,0.75,0.25,0.3125,0.0,0.0,0.0,0.25
εκατοχρονίτικου,0.375,0.0,0.75,0.125,0.3125,0.0,0.0,0.0,0.3125
διάνθισε,0.375,0.75,0.0,0.0,0.0,0.0,0.375,0.0,0.1875
σκουριασμένες,0.5,0.0,0.75,0.125,0.3125,0.0,0.0,0.0,0.25
λησμονήσανε,0.5,0.0,0.75,0.0,0.0625,0.1875,0.0,0.375,0.1875
ιπποπόταμε,0.5,0.0,1.0,0.25,0.6875,0.0625,0.0,0.0,0.125
εκρηγνόσασταν,0.625,0.0,1.0,0.9375,0.3125,0.1875,0.125,0.0625,0.625
δραπέτευα,0.25,0.0,0.5,0.0,0.1875,0.1875,0.0,0.0,0.1875
διακατέχεις,0.25,0.25,0.5,0.0,0.125,0.125,0.1875,0.0,0.125
συντροφεύσετε,0.625,1.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.1875
απεχθανόντουσαν,0.75,0.0,1.0,0.5,0.8125,0.0,0.0,0.125,0.0
εξυπνούτσικό,0.5,0.25,0.75,0.25,0.25,0.0,0.0,0.0,0.25
εκμυστηρευθούνε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
άνοιγες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
καμακώνοντας,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.25
καρεκλίτσες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αποτυφλώσω,0.25,0.0,0.5,0.1875,0.1875,0.125,0.0,0.125,0.0625
σεβόσουνα,0.75,1.0,0.0,0.0,0.0,0.0,0.375,0.0,0.25
χωράτε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
χρωματίζουν,0.25,0.25,0.25,0.0,0.0,0.0,0.1875,0.0,0.125
οπερετών,0.375,0.0,0.5,0.25,0.3125,0.0,0.0,0.0,0.1875
φόρτισαν,0.375,0.25,0.75,0.1875,0.25,0.125,0.125,0.125,0.3125
ψυχανεμισμένο,0.25,0.0,0.5,0.0,0.125,0.0,0.0,0.0,0.0
αλητάκου,0.625,0.0,0.75,0.5,0.5625,0.1875,0.0,0.1875,0.1875
μαγαζιά,0.25,0.25,0.5,0.0625,0.25,0.0,0.0625,0.0,0.1875
εξυπνότατης,0.5,0.75,0.5,0.25,0.25,0.0,0.0625,0.0,0.3125
χτυπάμε,0.375,0.0,0.75,0.25,0.0,0.125,0.0,0.0,0.1875
πήζαν,0.75,0.0,1.0,0.0625,0.4375,0.0,0.0,0.25,0.25
πλαντάζεις,0.875,0.0,1.0,0.0625,0.1875,0.0625,0.0,0.6875,0.4375
ψυλλιαζόμουνα,0.5,0.25,0.75,0.125,0.125,0.0,0.0,0.0,0.125
ρεμπεσκές,0.875,0.0,1.0,0.125,0.5625,0.0,0.0,0.0,0.125
μεθυσμένο,0.375,0.25,0.5,0.125,0.1875,0.0625,0.0625,0.0,0.3125
διακαέστερη,0.75,0.5,0.5,0.125,0.0,0.0625,0.0625,0.125,0.125
απορφάνιζέ,0.375,0.0,0.75,0.375,0.25,0.1875,0.0,0.4375,0.0625
απλούστερες,0.5,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
ξυλοπόδαρές,0.375,0.0,0.75,0.125,0.3125,0.0625,0.0,0.0,0.3125
αναγαλλιάζουμε,0.875,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.3125
στρογγυλοκάθεται,0.625,0.25,0.75,0.25,0.3125,0.0,0.0,0.0,0.25
λιμάρικών,0.875,0.0,1.0,0.375,0.4375,0.0,0.0,0.0,0.3125
ψυχοπλακώνατε,0.875,0.0,1.0,0.0,0.1875,0.0625,0.0,0.8125,0.3125
ξυπνάγατε,0.375,0.0,0.5,0.25,0.0625,0.0625,0.0,0.0,0.3125
σύρ' τον,0.375,0.0,0.75,0.125,0.1875,0.0625,0.0,0.125,0.0625
μασκαράδων,0.5,0.5,1.0,0.125,0.5,0.0,0.375,0.0,0.4375
ασφαλέστερες,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25
λιμπιζόντουσαν,0.875,1.0,0.25,0.0,0.1875,0.0,0.375,0.0,0.375
πειράξει,0.5,0.25,1.0,0.375,0.1875,0.0625,0.0625,0.1875,0.25
ραγιάδικα,0.625,0.0,0.75,0.1875,0.375,0.125,0.0,0.0625,0.1875
απαγγείλατε,0.25,0.5,0.5,0.0,0.0,0.0,0.125,0.0,0.0
ασφυκτικός,0.75,0.0,1.0,0.1875,0.25,0.375,0.0,0.1875,0.0625
ξεπατικωμένοι,0.375,0.0,0.75,0.1875,0.25,0.0,0.0,0.0,0.25
μαρμαρωμένες,0.375,0.0,0.75,0.0,0.125,0.625,0.0,0.0,0.75
λύνε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
λησμόνησες,0.5,0.0,0.75,0.0,0.0625,0.1875,0.0,0.375,0.1875
σιτεμένα,0.625,0.0,0.75,0.1875,0.3125,0.0,0.0,0.0,0.1875
παραγοντίσανε,0.5,0.0,0.5,0.0625,0.125,0.0,0.0,0.0,0.0625
επίδρασε,0.375,0.75,0.75,0.125,0.125,0.0625,0.0625,0.125,0.125
αβάπτιστα,0.25,0.5,0.5,0.375,0.4375,0.0,0.0,0.1875,0.4375
αφήνιαζέ,0.75,0.0,1.0,0.75,0.375,0.125,0.0,0.0625,0.375
πωρώσεις,0.75,0.5,0.75,0.1875,0.125,0.125,0.125,0.0,0.4375
συνειδητή,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
πολιτικάντικός,0.875,0.0,1.0,0.3125,0.5,0.0,0.0,0.0,0.0625
χειραγωγήσετε,0.5,0.0,0.75,0.0625,0.3125,0.1875,0.0,0.0,0.0625
σκάσ' τα,0.625,0.0,1.0,0.625,0.375,0.0,0.0,0.0,0.5
εφευρετικότερες,0.5,0.75,0.0,0.0,0.0,0.0,0.3125,0.0,0.375
ξεχειλίζεις,0.5,0.25,1.0,0.75,0.5625,0.0,0.0625,0.0,0.4375
κατασταλάζουνε,0.25,0.25,0.0,0.0,0.0,0.0,0.125,0.0,0.0625
παρείσακτοι,0.5,0.0,0.75,0.1875,0.3125,0.0625,0.0,0.0625,0.1875
άφωνος,0.625,1.0,1.0,0.125,0.125,0.3125,0.25,0.1875,1.0
μακαρίτικο,0.375,0.0,0.75,0.0,0.25,0.0625,0.0,0.1875,0.1875
πλανταγμένοι,0.875,0.0,1.0,0.0625,0.1875,0.0625,0.0,0.6875,0.4375
σχηματοποιείς,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ξεβγαλμένη,0.125,0.25,0.0,0.0,0.125,0.0,0.0,0.0,0.0
συναίτερος,0.25,0.25,0.25,0.0625,0.0625,0.0,0.125,0.0,0.125
νταντεύουν,0.5,0.0,0.75,0.125,0.25,0.0,0.0,0.0,0.3125
αγάπαγα,1.0,1.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.3125
σιχαθούμε,0.875,0.25,0.75,0.4375,0.9375,0.0,0.0,0.0,0.25
σιτεμένη,0.625,0.0,0.75,0.1875,0.3125,0.0,0.0,0.0,0.1875
ευνουχίζουνε,0.625,0.0,1.0,0.25,0.3125,0.375,0.0,0.1875,0.3125
παθιασθούν,0.75,0.5,0.5,0.25,0.0625,0.125,0.25,0.0,0.4375
ακτινοβόλου,0.625,1.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.5
μούτρωνέ,0.75,0.0,1.0,0.4375,0.25,0.0,0.0,0.25,0.1875
έμπλεοί,0.75,0.75,0.25,0.0,0.0,0.125,0.625,0.0,0.375
κωλόχαρτών,0.625,0.0,1.0,0.5625,0.6875,0.0,0.0,0.0,0.375
κερδίζοντάς,0.625,1.0,0.0,0.0,0.0,0.0625,0.6875,0.0,0.4375
κωλοβαρούσε,0.625,0.0,0.75,0.375,0.5,0.0,0.0,0.0625,0.25
τραγικού,0.625,0.0,1.0,0.375,0.5,0.125,0.0,0.25,0.3125
φιλοξενούσαν,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.125
σπιτώνω,0.625,0.0,0.75,0.25,0.125,0.0,0.0,0.0,0.3125
φιλοτομαριστής,0.625,0.0,0.75,0.25,0.375,0.0,0.0,0.0,0.1875
αναπηδήσεις,0.5,0.25,0.75,0.375,0.0625,0.625,0.25,0.0625,0.6875
μνησικακήσουμε,0.875,0.0,1.0,0.6875,0.4375,0.1875,0.0,0.0,0.3125
δοκησίσοφους,0.625,0.0,1.0,0.3125,0.5625,0.0625,0.0,0.0,0.1875
σαλιαρίσεις,0.875,0.0,1.0,0.125,0.625,0.0,0.0,0.0,0.3125
μνησικάκησε,0.875,0.0,1.0,0.6875,0.4375,0.1875,0.0,0.0,0.3125
γέμισε,0.125,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0
ατάραχοί,0.625,0.5,0.75,0.125,0.125,0.0,0.0625,0.0,0.25
μειονεκτικότητας,0.75,0.0,1.0,0.0,0.1875,0.0,0.0,0.25,0.0625
διαπνέαμε,0.5,0.75,0.25,0.0,0.0,0.0,0.3125,0.0,0.1875
μερακλωμένος,0.875,1.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.5
παντογνώστριας,0.5,0.0,0.75,0.1875,0.25,0.0,0.0,0.0,0.125
συντηρητικότατε,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.1875
περιποιόσαστε,0.5,0.75,0.25,0.0625,0.0625,0.0,0.375,0.0,0.3125
συμπάσχετέ,0.75,0.75,0.5,0.0,0.0,0.0,0.3125,0.3125,0.3125
τρελής,0.5,0.5,0.75,0.3125,0.1875,0.125,0.375,0.0,0.375
ψυλλιάσθηκα,0.5,0.25,0.75,0.125,0.125,0.0,0.0,0.0,0.125
λαχταρήσουμε,0.875,0.75,0.5,0.0,0.0,0.4375,0.5,0.0,0.3125
αρρωστημένε,0.625,0.0,1.0,0.4375,0.75,0.3125,0.0,0.1875,0.125
γενικότατων,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ηδονισμένα,0.75,0.5,0.5,0.0,0.125,0.0,0.3125,0.0,0.375
θερμοτάτη,0.5,1.0,0.25,0.125,0.0,0.0,0.5,0.0,0.375
κολεγίων,0.25,0.0,0.5,0.0625,0.25,0.0,0.0,0.0,0.125
καίγαμε,0.375,0.25,0.75,0.5,0.1875,0.125,0.25,0.25,0.3125
ορφανέψετε,0.5,0.0,0.75,0.125,0.0625,0.0625,0.0,0.4375,0.3125
θαυματουργημένες,0.625,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.625
λαλημένα,0.375,0.25,0.5,0.125,0.25,0.0,0.0625,0.125,0.375
πείραξ' τες,0.5,0.25,1.0,0.375,0.1875,0.0625,0.0625,0.1875,0.25
προβλέψει,0.375,0.5,0.25,0.0,0.0,0.125,0.3125,0.0625,0.375
στρατιώτης,0.25,0.0,0.5,0.125,0.125,0.0,0.0,0.0,0.1875
αποστρεφόμενο,0.75,0.0,1.0,0.375,0.8125,0.0625,0.0,0.1875,0.0
ξεχνώ,0.375,0.0,0.5,0.1875,0.0625,0.0,0.0,0.1875,0.3125
εκδηλώσαν,0.5,0.75,0.75,0.125,0.25,0.25,0.375,0.125,0.3125
αεροβατούν,0.625,0.0,0.75,0.1875,0.125,0.0,0.0,0.0625,0.3125
γαμούσαμε,1.0,0.5,1.0,0.875,0.5,0.1875,0.3125,0.3125,0.625
ανασφαλειών,0.75,0.0,1.0,0.125,0.0,0.75,0.0,0.375,0.125
νιαουρίσουνε,0.5,0.0,1.0,0.1875,0.5,0.0,0.0,0.0,0.25
ψιλικατζής,0.5,0.0,1.0,0.0625,0.3125,0.0,0.0,0.0,0.125
παθιαζόμενοι,0.75,0.5,0.5,0.25,0.0625,0.125,0.25,0.0,0.4375
πατσαβούρες,0.875,0.0,1.0,0.4375,0.625,0.0,0.0,0.0,0.375
ενθουσιασμών,0.75,1.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.5
μυϊκής,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ξύνω,0.375,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.1875
αστοιχείωτό,0.75,0.0,1.0,0.375,0.5,0.0,0.0,0.0625,0.0625
καταλαβαίνει,0.375,0.5,0.25,0.0,0.0,0.0,0.1875,0.0,0.0
μασονίες,0.5,0.0,0.75,0.25,0.375,0.3125,0.0,0.0,0.25
προσυμφωνήσει,0.25,0.0,0.5,0.1875,0.125,0.0,0.0,0.0,0.25
κατακαμένος,0.5,0.25,1.0,0.5625,0.25,0.3125,0.25,0.4375,0.3125
πανηγυριτζού,0.625,0.0,1.0,0.1875,0.375,0.0,0.0,0.0,0.1875
αστράψουνε,0.375,0.75,0.25,0.25,0.0,0.0,0.75,0.0,0.625
τρυφερότατες,0.75,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.3125
στεριών,0.375,0.5,0.25,0.0,0.0,0.125,0.375,0.0,0.25
μεθοκοπάγανε,0.625,0.25,1.0,0.125,0.4375,0.0625,0.125,0.0,0.3125
μεθυστικότατης,0.75,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.375
εκμυστηρευτούν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μούτρωσε,0.75,0.0,1.0,0.4375,0.25,0.0,0.0,0.25,0.1875
λίγωνε,0.75,0.25,1.0,0.0,0.5625,0.0,0.25,0.0,0.25
λιγώνανε,0.75,0.25,1.0,0.0,0.5625,0.0,0.25,0.0,0.25
έβγαινα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
επισκεπτόσασταν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
καθορίζω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναρριπίζουν,0.625,1.0,0.25,0.25,0.25,0.25,0.6875,0.25,0.1875
εκρήγνυσαι,0.625,0.0,1.0,0.9375,0.3125,0.1875,0.125,0.0625,0.625
κατασίγαζα,0.375,0.333333333333,0.666666666667,0.1875,0.1875,0.0,0.125,0.0,0.3125
μακαρίων,0.625,0.5,0.75,0.0,0.0625,0.0,0.3125,0.25,0.25
σιωπημένο,0.375,0.0,0.75,0.0,0.0,0.125,0.0,0.0625,0.1875
ελεούν,0.5,0.25,0.75,0.0,0.1875,0.0625,0.0,0.0,0.1875
εκδράμεις,0.5,0.5,0.25,0.0,0.125,0.0,0.375,0.0,0.3125
ανεκδήλωτες,0.25,0.25,0.5,0.0625,0.0,0.0,0.0,0.0,0.0
μεθοκόπαγα,0.625,0.25,1.0,0.125,0.4375,0.0625,0.125,0.0,0.3125
σκανδαλίζεις,0.75,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.4375
αλιεύσω,0.25,0.0,0.5,0.125,0.3125,0.0,0.0,0.125,0.25
πληρέστατης,0.25,0.5,0.0,0.0,0.0,0.0,0.4375,0.0,0.125
ξύνοντας,0.375,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.1875
φλεγόσαστε,0.375,0.25,0.75,0.375,0.1875,0.0,0.25,0.0,0.1875
επαλλήλων,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
διπλωμάτη,0.25,0.0,0.5,0.0625,0.125,0.0,0.0,0.0,0.25
χόρεψ' τους,0.5,0.75,0.0,0.0,0.0,0.0,0.625,0.0,0.3125
εξαργυρώσανε,0.25,0.0,0.5,0.0,0.125,0.0,0.0,0.0,0.125
βρουν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
συνεπαίρνατε,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.5
πουσταριά,0.875,0.0,1.0,0.75,0.875,0.0,0.0,0.0,0.3125
κατασκευάσει,0.25,0.25,0.0,0.0,0.0,0.0,0.125,0.0,0.1875
αφηγήθηκαν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
στενάχωρε,0.875,0.25,0.75,0.0,0.0625,0.0,0.0,0.4375,0.1875
εξάρτησης,0.375,0.0,0.75,0.125,0.1875,0.0,0.0,0.0625,0.125
φοιτηταριό,0.75,0.0,1.0,0.125,0.375,0.0,0.0,0.0,0.1875
αρχιψευτών,0.875,0.0,1.0,0.5625,0.625,0.0625,0.0,0.0,0.1875
φαγουρισμένος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ιμπρεσιονισμοί,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
διαφημιστικά,0.25,0.0,0.5,0.125,0.125,0.0,0.0,0.0,0.125
ψοφολόγησαν,0.875,0.0,1.0,0.25,0.4375,0.0,0.0,0.0,0.25
ξινισμένος,0.625,0.0,1.0,0.125,0.5,0.0,0.0,0.0625,0.3125
κατάπνιγα,0.25,0.0,0.5,0.3125,0.1875,0.3125,0.0,0.1875,0.3125
διαβεβαίωσε,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
φόρτισής,0.5,0.5,1.0,0.25,0.25,0.125,0.125,0.125,0.25
πυρπόλησε,0.375,0.0,0.5,0.25,0.125,0.125,0.0,0.0,0.25
άναυδούς,0.75,0.75,1.0,0.25,0.3125,0.6875,0.125,0.3125,1.0
έτοιμε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
προσυμφωνεί,0.25,0.0,0.5,0.1875,0.125,0.0,0.0,0.0,0.25
χαμογελάσει,0.75,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.1875
ξαναγεννώ,0.375,0.75,0.25,0.0,0.0,0.0,0.625,0.0,0.375
μουτρώνει,0.75,0.0,1.0,0.4375,0.25,0.0,0.0,0.25,0.1875
εκδηλώνουμε,0.5,0.75,0.75,0.125,0.25,0.25,0.375,0.125,0.3125
ηδονιζότανε,0.75,0.5,0.5,0.0,0.125,0.0,0.3125,0.0,0.375
απογοήτευσής,0.75,0.0,1.0,0.1875,0.3125,0.0,0.0,0.75,0.125
παραιτήστε,0.375,0.0,0.5,0.125,0.0625,0.0,0.0,0.0625,0.1875
ρομάντζας,0.625,0.75,0.25,0.0,0.0625,0.0,0.375,0.0,0.3125
καθησυχάζουμε,0.5,0.75,0.0,0.0,0.0,0.0,0.4375,0.0,0.25
